input.sentences,output.sentences,persona.age
"['the family was out having fun in a big ball .', 'they then took the balls on the water !', 'the kids were going crazy with excitement .', 'that is until one of them popped and had to be repaired .', 'they return the balls back to the land so there would be no more popping of them.you could say they kids all had a ball .']","['Today our family had some fun, and felt a bit like hamsters, playing inside giant balls.', 'The balls were pretty cool because you could even take them in the water!', 'The kids were filled with crazy excitement when they found out you could walk on water with them.', 'Mikey had to get his ball repaired after he popped it.', 'Mikey returned to land fearing his ball would end up popping again.']",35-44
"['they had almost made it to the old church .', 'the inside had been well-preserved .', 'outside | they had an antique wagon .', 'a simple mail-sorting system lent to the authenticity .', 'lastly | they visited the old cemetery .']","['He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.']",25-34
"[""it 's autumn | where the harvest fetsivals begin ."", 'people set out pumpkins and other decorations .', 'but others make traditional jewelry .', 'bracelets | charms and rings to ward off evil spirits | or bring good luck .', 'craftsmen set to work making these charms for those who believe | or would like to believe | and set them out for sale .']","[""It's a fall day and I'm going on a walk to the jewelery store."", ""I pass by some pumpkins on somebody's porch."", 'When I get to the jewelery store, I first look at the earrings.', 'Next I admire the braceletts.', 'Finaly I choose to buy a beautiful necklace.']",18-24
"['we went out to support our friend .', 'he was playing tonight with a band .', 'the band looked great on stage .', 'the audience really enjoyed the music .', 'we were very proud of our friend .']","['Last Friday, three friends went out to an a music club.', 'The first band played a great rock and roll set.', 'The next band played some great variety music.', 'The audience really enjoyed all of the great music.', 'They enjoyed the evening a lot, and even made new friends.']",25-34
"[""the town celebrates st. [male] 's day outside the capitol building ."", 'however | even while celebrating this does not keep people from picking up their cellphones .', 'fortunately | may families get together and have a good time .', 'everyone is wearing green and many people have smiles on their faces .', 'some people even take the time to act a little funny while sticking their tongues out .']","['There are people in the streets in celebration of a specific event.', 'There is a woman all in black talking on her phone with paint on her face.', 'Some of the people are wearing costumes, most of them in very festive hats.', 'One woman is wearing a green, yellow and blue cape like garment.', 'It looks like a day of fun and coming together for the same cause.']",45-54
"['we were at a birthday party with cake !', 'people were being silly and holding up masks to their faces .', 'they were giving out zebra plushes as party favors because it was her favorite animal .', 'we then cut the cake .', 'they handed out balloons as well .']","['The elaborate birthday cake was a work of art.', 'The children donned masks of their favorite celebrities.', 'Plush toys were given out as party favors.', 'Cutting the beautiful cake took a little planning.', 'Balloons, of course, were everywhere.']",55-74
"['the water was refreshing .', 'we saw a lovely building with yellow paint .', 'the target in the center was red and brown .', 'the office was full of old equipment .', 'the office was also spacious and free .']","['This is another beautiful night overlooking the water', 'It is a lovely change from staring at this paint', 'Some of my co workers went to the staff lounge to play target practice games and shoot around ideas', 'The entire office seems to be taking a break', 'I guess I will take this time to declutter this office space so we can relax and let our ideas flow']",35-44
"['he was headed over to his friends house', '[male] listening to his friend', '[male] was telling him about a job in the city', 'the wife said it was a great idea', 'and they read some books at the end of the night']","['On the way home the bart train was very empty.', 'Once home, the guy started video interviewing his friends.', 'One friend read his notes to the interviewer.', 'The girlfriend then read her notes on video.', 'The videographer then read his notes on video to his friends.']",35-44
"['[female] and [female] showing off their costumes for the graduation ceremony .', 'all of the gang gather and all dressed up for the ceremony .', 'the inside of the hall at the graduation .', 'organization looking slyly at the camera .', 'the graduates finally get to leave the hall and be free .']","['During graduation, some students wear traditional and cultural costumes.', 'Another classic moment is taking a photograph with your closest classmates.', 'The crowd seems extremely large when all the graduates are gathered inside a hall.', 'This young man is excited, proud, and looking forward to the future.', 'After the big ceremony, everyone leaves the hall and starts a new chapter in life.']",35-44
"['the rain was fgalling hard that day .', 'no rain would stop him from riding his bike .', 'there were a lot of people out on their bikes that day .', 'it looked as if one umbrella failed .', 'he needed to finish his yard work | rain or shine .']","['IT IS A MAIN ROAD', 'IT IS A CYCLE', 'IT IS A CYCLING IN RAIN', 'IT IS A RAIN', 'IT IS A RAIN']",25-34
